id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35107558,Coral Reef Apartments #9,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,160,3,22,2024-11-25,0.33,9,316,6,
35109926,Coral Reef Apartments #2,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,160,3,48,2024-10-29,0.72,9,286,4,
35124954,Cozy stay near the New HardRock hotel,140836560,Salaskyi,,Hollywood,26.04377,-80.22071,Entire home/apt,207,3,93,2024-12-04,1.53,1,44,23,
35125184,*REMODELED Beach Condo half a block from the ocean,123718509,Leo,,Pompano Beach,26.24915,-80.08837,Entire home/apt,129,1,214,2024-12-07,3.21,4,236,34,
35125835,"Waterfront Sunset House: Pool, 3-bed/2-bath, dock",240541667,Lincoln,,Wilton Manors,26.15626,-80.1202,Entire home/apt,225,180,2,2020-01-23,0.03,2,268,0,
35126923,Tropical Oasis Heated Pool-Minutes to Beach Promo,14219726,Alejandro,,Lighthouse Point,26.27394676208496,-80.09650421142578,Entire home/apt,456,2,211,2024-12-19,3.13,3,176,34,
35127824,Seasonal Private Oasis w/  Brand New Private Pool,55283761,Michael,,Oakland Park,26.17307,-80.12229,Entire home/apt,411,3,7,2024-12-11,2.21,1,245,7,
35127926,Victoria Park Secret Cottage - Fort Lauderdale,264591086,David,,Fort Lauderdale,26.12458,-80.12592,Entire home/apt,269,3,191,2024-12-15,2.92,3,309,45,
35165131,45B Playa & Resort/Unidad Suite equipada completa!,65974343,Lou,,Hallandale Beach,25.98594,-80.1228,Entire home/apt,192,1,74,2024-07-18,1.11,7,163,8,
35196624,Desoto Beach House - Casual Beach Living,8653380,Brian And Aleyda,,Hollywood,26.050091,-80.113525,Entire home/apt,250,4,9,2022-10-29,0.15,3,170,0,
35200155,55+ Modern Retreat- with Club Access and Amenities,28621092,Rikki,,Deerfield Beach,26.30844,-80.14276,Entire home/apt,120,61,1,2020-03-04,0.02,1,299,0,
35213230,Peacock Place.  Your home away from home.,47011022,Richard,,Fort Lauderdale,26.14587,-80.15113,Entire home/apt,195,3,31,2024-03-26,0.46,1,65,3,
35224432,Coral Reef Apartments #3,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,160,3,23,2024-12-07,0.35,9,281,5,
35238130,Comfy Apartment! — 15 minutes from the Beach!,208557092,Julie,,Hollywood,25.99896,-80.20846,Entire home/apt,136,5,7,2024-12-17,0.32,2,324,4,
35247662,#3 ✴️ Strong Wifi & Good Kitchen,4246703,Matthew,,Fort Lauderdale,26.14115,-80.12396,Entire home/apt,144,1,162,2024-12-04,2.39,83,160,15,
35248469,#4 Strong Wifi & Good Kitchen,4246703,Matthew,,Fort Lauderdale,26.14125,-80.12373,Entire home/apt,100,1,197,2024-12-20,2.91,83,160,25,
35260638,Cozy apartment in Hallandale Beach,63890579,Rosana,,Hallandale Beach,25.9845,-80.13066,Entire home/apt,150,10,9,2023-03-04,0.13,1,179,0,
35287174,"A Barrier Island Gem 2 Pompano Beach, Florida",265670395,Michael,,Pompano Beach,26.229391,-80.091972,Entire home/apt,119,3,7,2024-01-01,0.12,1,363,1,
35366719,Beach Vibes Villa,221408097,Jonathan,,Oakland Park,26.16927,-80.13184,Entire home/apt,312,3,126,2024-10-20,2.00,7,113,26,
35370031,The Garden Villa,221408097,Jonathan,,Oakland Park,26.18092,-80.13819,Entire home/apt,225,2,78,2024-11-11,1.24,7,112,20,
35375492,Magnificent Views from Luxury Highrise!,28711976,Eva,,Sunrise,26.15642,-80.31505,Entire home/apt,205,28,5,2022-08-03,0.08,1,107,0,
35380833,"2 BR HOUSE w/HOT TUB, Walk to Wilton Drive",5871123,Yong,,Fort Lauderdale,26.15034,-80.13363,Entire home/apt,,2,97,2024-12-02,1.52,1,0,19,
35414616,Charming suite/private entrance/pool access,103537586,Yu Hin Alex,,Fort Lauderdale,26.20251,-80.11978,Private room,69,1,190,2024-12-11,2.81,3,65,22,
35420115,Beach Apartment/Self Check In-Out/Patio,50049937,Nicolas And Marjorie,,Lauderdale By The Sea,26.18576,-80.09764,Private room,140,1,65,2024-06-02,0.97,7,299,11,
35424862,Bright Spacious Intracoastal Home Close to Beach,264789139,Jack,,Deerfield Beach,26.30246,-80.08402,Entire home/apt,250,30,1,2024-01-27,0.09,1,184,1,
35461051,Kanda Zen Apt 4 - Luxury  pool & water views,3946792,Kaukuta,,Pompano Beach,26.22814,-80.0952,Entire home/apt,459,3,46,2024-12-07,0.70,5,215,6,
35462102,Kanda Zen Apt 3 - pool & walk to the beach!,3946792,Kaukuta,,Pompano Beach,26.22809,-80.09487,Entire home/apt,224,3,61,2024-12-06,1.00,5,243,21,
35493665,Home away from home 🏡,167575876,Anna,,Hollywood,26.00954,-80.19667,Private room,85,2,45,2024-02-04,0.97,1,359,1,
35503546,3. Studio off Las Olas on the water w free kayaks,103984492,Liza,,Fort Lauderdale,26.124763,-80.121689,Entire home/apt,132,2,156,2024-11-24,2.35,18,361,15,
35505668,Coral Reef Apartments #8,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,160,3,29,2024-12-07,0.43,9,266,2,
35569852,KANDA ZEN Apt 1 - pool &  walk to the beach!,3946792,Kaukuta,,Pompano Beach,26.22663,-80.0931,Entire home/apt,242,3,41,2024-12-16,0.62,5,260,14,
35570673,Kanda Zen Apt 2 - pool & walk to the beach!,3946792,Kaukuta,,Pompano Beach,26.22798,-80.09515,Entire home/apt,242,3,38,2024-12-05,0.61,5,257,15,
35575738,Oceanfront Villa with Private Beach Access !,183178782,Yuliya,,Pompano Beach,26.25408,-80.08521,Entire home/apt,1329,5,37,2024-10-22,0.57,16,282,6,
35581349,Full Beach Chalet One block from the Beach,118856968,Steve And Jo,,Pompano Beach,26.22952,-80.09146,Entire home/apt,1399,1,15,2023-04-23,0.24,3,359,0,
35605614,1 Bed or 2 Bed Non Smoking Room,262224405,Mohammad,,Pompano Beach,26.22724,-80.10211,Hotel room,80,1,4,2021-05-16,0.07,1,86,0,
35615683,South Florida Living|Private Room |1 bed 1 bath,150390246,Dee,,Deerfield Beach,26.30017,-80.16706,Private room,60,4,22,2023-07-22,0.33,1,88,0,
35653242,5 min drive to Pompano Pier.,110353677,Laurie&John,,Pompano Beach,26.25349,-80.09323,Entire home/apt,200,2,272,2024-12-15,4.06,2,338,49,
35654763,+ Cozy Waterview Paradise (409) +,503428505,Daniela,,Hallandale Beach,25.98167,-80.12673,Entire home/apt,149,3,30,2024-11-27,0.45,1,168,4,
35668194,Coral Reef Apartments #7,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,160,3,31,2024-08-17,0.46,9,304,1,
35676760,Coral Reef Apartments Unit #6,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,170,3,31,2024-03-30,0.46,9,290,2,
35685018,38b Excellent 3 bedrooms apartment w/Amazing View,14310639,Enrico,,Hallandale Beach,25.9812,-80.14838,Entire home/apt,596,1,3,2024-05-19,0.04,171,355,1,
35699701,Coral Reef Apartments Unit #5,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,170,3,49,2024-10-24,0.73,9,314,6,
35704903,Palm Aire Resort Studio,109904033,Colleen,,Pompano Beach,26.22757,-80.16043,Entire home/apt,128,2,3,2022-04-06,0.08,9,6,0,
35704938,Cute Studio at the knights inn,899093,Sharone,,Hallandale Beach,25.98667,-80.12849,Entire home/apt,94,3,7,2024-07-29,0.45,7,0,3,
35709006,LUXURY APARTMENT NEXT TO Sawgrass Mall !!!,3177958,Alejandro,,Plantation,26.15684,-80.3096,Entire home/apt,120,2,223,2024-12-11,3.47,1,326,46,
35716733,Apartment Florida vacation,108635356,Reina,,Deerfield Beach,26.30293,-80.13788,Entire home/apt,330,5,2,2019-07-31,0.03,3,363,0,
35735736,Welcome to Flirty Flamingo!,101498023,David,,Oakland Park,26.1651,-80.12413,Entire home/apt,654,4,17,2022-08-17,0.26,29,287,0,
35791518,HD8 Incredible 1bed apt Ocean View,14310639,Enrico,,Hollywood,25.98676,-80.11869,Entire home/apt,549,1,42,2023-10-21,0.63,171,317,0,
35794223,HD919 Divine 2 Bed Apt.,14310639,Enrico,,Hollywood,25.98676,-80.11869,Entire home/apt,453,1,10,2024-12-01,0.16,171,239,5,
35827852,Wyndham Palm-Aire GOLF aficionados & BEACH lovers!,467283,Claudine,,Pompano Beach,26.22672,-80.15832,Entire home/apt,,2,3,2023-01-20,0.05,1,345,0,
35833837,Amazing Beach Room at Millionaire mile!!!,144197154,Guilherme,,Hillsboro Beach,26.29616,-80.07946,Private room,100,10,2,2019-07-25,0.03,2,178,0,
35869838,Amazing Beach Place!!! 30 days min…,144197154,Guilherme,,Hillsboro Beach,26.29444,-80.07903,Entire home/apt,190,15,11,2022-03-08,0.17,2,83,0,
35879838,Private Studio near Hard Rock Stadium,269876802,Francky,,Miramar,25.97966,-80.2572,Entire home/apt,72,1,325,2024-12-19,4.88,2,269,69,
35927051,1/1 FALL IN LOVE WITH DEERFIELD BEACH!!!!,111183741,Jorge,,Deerfield Beach,26.30553,-80.09374,Entire home/apt,120,2,71,2024-12-09,1.06,6,171,9,
35940551,Beachfront! Beautiful condo on the beach,6912434,Inna,,Hollywood,25.98984718322754,-80.11834716796875,Entire home/apt,150,14,5,2024-04-16,0.08,1,169,1,
35969562,"Fall 2024 
Perfect Getaway
Beach, Pool, Relax",26203677,Robert,,Lauderdale By The Sea,26.21064,-80.09509,Entire home/apt,85,30,10,2023-11-28,0.20,1,99,0,
35992488,Coral Reef Apartments #4,214813703,Beverly,,Pompano Beach,26.22471,-80.09367,Entire home/apt,160,3,36,2024-08-25,0.54,9,290,6,
35997396,"Palm-Aire, Fort Lauderdale, FL, 2 Bedroom Dlx #2",10981379,Jan,,Pompano Beach,26.22622,-80.15857,Entire home/apt,254,1,1,2023-01-01,0.04,23,65,0,
36023139,Gem on the Lake,269790272,Shelly,,Lauderdale Lakes,26.15558,-80.19059,Entire home/apt,156,2,128,2024-12-22,1.93,1,96,25,
36071164,! 3 Units-Tropical Paradise for 11!,57414616,John,,Fort Lauderdale,26.10654,-80.13005,Entire home/apt,388,3,40,2024-11-11,0.83,5,31,6,
36074792,Nicest Apartment in a Prime Location,271375894,Ellen,,Lauderdale By The Sea,26.19029,-80.09832,Entire home/apt,,7,37,2024-12-02,0.57,1,11,13,
36104911,Zebra House Oasis | Ultimate Ft. Lauderdale Studio,49213071,Maor Maier,,Oakland Park,26.18082,-80.1207,Entire home/apt,93,1,179,2024-11-24,2.68,15,229,38,
36107257,Walk to Private Beach~Pool~Lux,251558214,Josue,,Lauderdale By The Sea,26.21846,-80.09383,Entire home/apt,896,2,152,2024-11-26,2.28,10,320,21,
36134856,Hyde Oceanview 2/2 Luxury Apartment on the Beach,271786950,Keer,,Hollywood,25.98726,-80.11847,Entire home/apt,450,3,105,2024-12-08,1.58,1,203,18,
36135663,"Beautiful Yacht  Resort, On Marina",46588178,Anita,,Fort Lauderdale,26.09068,-80.18163,Entire home/apt,,1,5,2023-03-06,0.14,1,355,0,
36141304,Great unit by the beach!!!,194314327,Laura,,Hallandale Beach,25.98387,-80.14308,Entire home/apt,120,30,0,,,1,300,0,
36164415,"1BD/1BA LOVELY COMPLEX nearby MIAMI, FT.LAUDERDALE",18913093,Nancy,,Weston,26.12499,-80.37302,Entire home/apt,129,48,0,,,1,364,0,
36186496,Enjoy this apartment close to the beach,73189499,Sergio,,Hallandale Beach,25.98654,-80.11797,Entire home/apt,200,3,51,2024-11-25,0.77,3,287,5,
36208098,"Hygge Spot, Private and Cozy",21339490,Lone,,Lauderdale Lakes,26.16128,-80.18335,Private room,59,1,183,2024-12-17,2.76,1,82,42,
36213868,"Come to visit Miami, room 5 minutes from the beach",228103981,Barccaro,,Pompano Beach,26.25601,-80.12109,Private room,63,2,6,2019-11-23,0.09,1,90,0,
36226505,Green Leaf Apartment in Hollywood,98951328,Ernesto,,West Park,25.98594,-80.19024,Entire home/apt,103,1,291,2024-12-23,4.37,2,0,35,
36266336,Stunning Beach Condo - Ocean View -  8th floor,44249328,Agostina,,Hollywood,25.98847,-80.118,Entire home/apt,293,4,110,2024-12-11,1.68,4,75,21,
36275474,"Wilton Palms, your own waterfront luxury pool home",12699988,Ronald,,Wilton Manors,26.15725,-80.12658,Entire home/apt,500,6,38,2021-12-01,0.58,1,129,0,
36301125,Home Flórida vocation  salt/heated pool and spa,108635356,Reina,,Deerfield Beach,26.30137,-80.13801,Entire home/apt,614,3,0,,,3,328,0,
36416951,Beachcomber Apartment with 1 King bed,126483964,Beachcomber,,Pompano Beach,26.22237,-80.09067,Entire home/apt,,4,22,2023-06-07,0.38,15,0,0,
36436128,Luxurious Beach Retreat w/ Heated Pool&Basketball,45914148,Designedvr,,Hollywood,26.01399,-80.12139,Entire home/apt,1324,1,144,2024-11-17,2.19,45,312,10,
36446473,Cozy Retreat with Heated Pool,506551853,Premier Point Vacations,,Oakland Park,26.18399,-80.14249,Entire home/apt,404,1,166,2024-11-30,2.62,4,351,32,
36516404,Relaxing Beach Unit in South Florida,34345742,"Bill, Heidi & Hebi",,Hallandale Beach,25.97697,-80.12121,Entire home/apt,150,30,2,2022-11-30,0.05,12,122,0,
36519395,"Steps to Wilton Dr, Heated Salt Pool, Big Pvt Yard",65620212,Todd,,Wilton Manors,26.158737182617188,-80.13887023925781,Entire home/apt,543,3,73,2024-12-08,1.11,1,268,14,
36559227,Bello Dpto con vista a el mar en Hollywood beach,162510023,Lorena,,Hallandale Beach,25.98638,-80.11901,Entire home/apt,290,4,1,2020-03-07,0.02,3,309,0,
36563622,Club Wyndham Palm-Aire One-Bedroom Condo,266083019,Extra Holidays®,,Pompano Beach,26.22581,-80.1594,Private room,,2,9,2024-12-02,0.55,9,4,6,
36563641,Club Wyndham Palm-Aire Studio,266083019,Extra Holidays®,,Pompano Beach,26.22734,-80.15835,Private room,,2,2,2023-06-01,0.08,9,1,0,
36563657,Club Wyndham Palm-Aire Two-Bedroom Condo,266083019,Extra Holidays®,,Pompano Beach,26.22598,-80.15907,Private room,505,2,48,2024-11-03,1.83,9,4,9,
36564309,Club Wyndham Santa Barbara One-Bedroom Condo,266083019,Extra Holidays®,,Pompano Beach,26.22117,-80.09122,Entire home/apt,336,2,9,2024-08-28,0.70,9,248,8,
36564327,Club Wyndham Santa Barbara Studio,266083019,Extra Holidays®,,Pompano Beach,26.22037,-80.09153,Private room,302,2,16,2024-11-15,1.28,9,255,15,
36564344,Club Wyndham Santa Barbara Two-Bedroom Condo,266083019,Extra Holidays®,,Pompano Beach,26.22192,-80.09295,Private room,363,2,3,2024-08-08,0.49,9,131,3,
36564361,Club Wyndham Sea Gardens Studio,266083019,Extra Holidays®,,Pompano Beach,26.24173,-80.08798,Private room,,2,3,2024-11-23,0.16,9,168,1,
36564379,Club Wyndham Sea Gardens One-Bedroom Condo,266083019,Extra Holidays®,,Pompano Beach,26.24329,-80.0895,Private room,425,2,1,2023-10-19,0.07,9,135,0,
36564393,Club Wyndham Sea Gardens Two-Bedroom Condo,266083019,Extra Holidays®,,Pompano Beach,26.24264,-80.08774,Private room,463,2,28,2024-12-09,1.28,9,173,19,
36568669,La Maison du Soleil - The Waterfront Oasis,274902913,Chris & Jamie,,Wilton Manors,26.15803,-80.12135,Entire home/apt,414,3,145,2024-12-02,2.22,6,13,23,
36602370,"Nos amis 2/1, “French Style Hospitality”",3051203,Fabrice,,Oakland Park,26.16875,-80.13793,Entire home/apt,271,2,39,2024-03-04,0.59,3,303,1,
36642346,Open sky,1909889,Louis,,Lauderdale Lakes,26.15722,-80.21562,Entire home/apt,70,30,1,2024-04-08,0.11,1,346,1,
36643821,Updated & Private Oakland Park Gem ~ 2 Mi to Beach,126641496,Evolve,,Oakland Park,26.17087,-80.12249,Entire home/apt,333,3,51,2024-10-28,0.81,98,268,8,
36668124,Beautiful Home in prestigious gated golf community,275601880,Salim,,Coral Springs,26.25029,-80.28209,Entire home/apt,200,180,35,2020-07-19,0.53,1,362,0,
36674820,"spacious and relaxing. 
ROOM 1",90591247,Steev,,Miramar,25.99214,-80.2305,Private room,50,1,13,2022-12-31,0.41,1,164,0,
36701449,"Sea, City, Sun, views and wonderful surroundings",2458071,Cesar,,Hollywood,25.986763,-80.11869,Entire home/apt,165,2,188,2024-12-22,2.97,2,14,50,
36724622,1/1 apartment at Hollywood Beach,13749383,Lucila,,Hollywood,25.98942,-80.11739,Entire home/apt,,4,38,2024-03-28,0.58,1,0,2,
36732091,E   Beautiful beachfront property with pool partia,9383266,Mario,,Hollywood,25.98835,-80.1187,Entire home/apt,540,1,1,2021-02-21,0.02,3,235,0,
36732095,B  Spectacular Ocean Views  Beautiful beachfront p,9383266,Mario,,Hollywood,25.98882,-80.1193,Entire home/apt,574,1,17,2024-11-25,0.27,3,289,5,
36738723,Elegant House with Pool & Tropical Backyard,152240785,Elizabeth,,Hollywood,26.02776,-80.14065,Entire home/apt,636,3,91,2024-11-03,1.38,2,115,8,
36770899,Tropical Paradise Beach Condo 1bd/1bth Sleeps 4,276398014,Marybelle,,Hollywood,26.03159,-80.11557,Entire home/apt,180,3,72,2024-03-16,1.10,1,264,3,
36800525,•Sunhouse• Pool Oasis (heated) 5 min to beach!,100851239,Cristina,,Pompano Beach,26.23076,-80.10655,Entire home/apt,405,2,251,2024-11-30,3.84,3,324,35,
36802017,***Relax and Enjoy Fort Lauderdale Beach!!,69874782,Jessica,,Fort Lauderdale,26.142553329467773,-80.12545013427734,Entire home/apt,122,2,89,2024-12-15,1.38,10,220,16,
36804307,"Heated Pool, BBQ, near beaches,casinos,Pets OK",276552914,Claudia,,Hollywood,26.02586,-80.16504,Entire home/apt,,45,105,2024-08-02,1.60,5,0,6,
36812143,2 Bedroom Condo at Wyndham Palm- Aire Resort,24126726,Nadine,,Pompano Beach,26.22588,-80.15938,Entire home/apt,265,2,3,2024-03-17,0.06,2,83,1,
36832456,Private Guest Suite with own Entrance & Bathroom.,26013873,Harold,,Wilton Manors,26.1613,-80.15225,Entire home/apt,74,2,315,2024-12-12,4.82,1,98,80,
36843825,Cozy lakeside suite with private bath & entrance,145808769,Ricardo,,Pembroke Pines,26.01988,-80.30617,Private room,107,1,12,2024-12-19,1.29,1,125,12,
36845273,Deerfield Waterfront spectacle near the beach,12794750,Oscar,,Deerfield Beach,26.31797,-80.0883,Entire home/apt,,91,1,2020-04-15,0.02,1,30,0,
36868123,"Gorgeous # 1B (BLD), close to the beach,boardwalk",230538463,Moshe,,Hollywood,26.01035,-80.11706,Entire home/apt,108,1,149,2024-12-16,2.81,18,237,23,
36878955,Marriott's BeachPlace Towers 1BD,19056065,Robert,,Fort Lauderdale,26.12181,-80.10573,Entire home/apt,342,1,24,2024-11-20,0.38,4,220,12,
36881729,Fantastic Ocean View - Condo on the Beach!! 2B/2B,277215202,Fernando,,Hollywood,25.98867,-80.11738,Entire home/apt,350,4,70,2024-05-06,1.06,2,89,8,
36915321,Renovated house 10 minutes away from the beach.,46328934,Valerie S.,,Oakland Park,26.19146,-80.14063,Entire home/apt,209,3,30,2024-10-15,0.50,1,96,9,
36918647,HOLLYWOOD MODERN HOME POOL & BBQ,277496224,Barone,,Hollywood,26.02359,-80.18911,Entire home/apt,491,2,114,2024-10-10,1.73,1,359,1,
36946825,Come to your private retreat from your hectic life,239382451,Perry,,Oakland Park,26.17076,-80.13808,Private room,,3,19,2022-04-10,0.29,1,0,0,
36970308,Near Beach ~ Beautiful 3 Bed Home ~ Heated Pool,140937694,Cynthia,,Deerfield Beach,26.29581,-80.08952,Entire home/apt,237,1,71,2024-12-10,1.07,1,269,22,
36978136,"Sea Air Tower Condo 918 -Ocean, Intercoastal View",278010693,Bruno,,Hollywood,25.99045,-80.11789,Entire home/apt,180,30,0,,,1,131,0,
37006975,"Zen Retreat with Lap Pool, Close to City Center",278225785,Gianfranco  And Alina,,Fort Lauderdale,26.14592,-80.15228,Entire home/apt,351,1,296,2024-11-30,4.62,1,147,29,
37012766,"Cozy, private room in shared home",278268789,Hillary,,Plantation,26.13732,-80.25098,Private room,80,1,5,2023-03-27,0.15,1,179,0,
37013986,Modern Apartment-Balcony-Beachfront Condo+ Gym,221741811,Stay Sol,,Hollywood,25.98813819885254,-80.11833190917969,Entire home/apt,176,4,26,2024-08-23,0.43,4,306,7,
37052414,Classic Comfy Bedroom Near NSU w/ Pool,39467521,Daysy,,Davie,26.07173,-80.24451,Private room,70,1,41,2024-05-31,1.11,2,143,7,
37063142,Cottage w/private patio & grill,4246703,Matthew,,Fort Lauderdale,26.14032,-80.12763,Entire home/apt,183,1,107,2024-11-20,1.62,83,176,16,
37084448,Bright & Happy 2 Bedroom VIlla in FT Laudy/Wilton,66081352,Adam,,Fort Lauderdale,26.14716,-80.13884,Entire home/apt,152,5,46,2024-12-15,0.75,3,65,4,
37115235,02 Rustic meets Beachy Apartment - Walk Downtown!,48683393,Dawn,,Fort Lauderdale,26.12177,-80.15195,Entire home/apt,84,2,202,2024-10-20,3.06,10,356,35,
37121947,New apartment good location 10 minutes from beach,279228266,Heraldo,,Deerfield Beach,26.27926,-80.14001,Private room,47,30,0,,,1,359,0,
37152530,Luxury Condo on the beach in Hollywood Florida,159337347,Sekoura,,Hollywood,25.98984718322754,-80.11834716796875,Entire home/apt,100,30,8,2024-06-19,0.15,1,147,1,
37164092,Sunrise Cottage,229445089,Paula,,Sunrise,26.15195,-80.26805,Entire home/apt,93,2,121,2024-12-16,1.89,1,334,21,
37239823,1 Bedroom Tropical Oasis By the Ocean with pool #2,264730310,Randa,,Fort Lauderdale,26.15591,-80.10327,Entire home/apt,280,3,0,,,3,287,0,
37245507,Villa Aquazul 2,228206805,Florida Sands Luxury,,Fort Lauderdale,26.14199,-80.11401,Entire home/apt,202,3,3,2024-04-16,0.08,10,239,1,
37247689,Villa Aquazul,228206805,Florida Sands Luxury,,Fort Lauderdale,26.14032,-80.11449,Entire home/apt,735,3,17,2022-07-17,0.31,10,239,0,
37248441,"Waterfront, walk to BEACH! On CANAL! 2b/2b",239850582,Marilyn,,Pompano Beach,26.22468,-80.09334,Entire home/apt,243,1,160,2024-11-21,2.45,18,250,32,
37251581,"Spacious 4/3 Large Pool Home :parking, BBQ WIFI!",29537330,Dan Rentals,,Hollywood,26.01141,-80.16018,Entire home/apt,599,3,83,2024-12-16,1.27,30,288,14,
37254820,"3 min walk to DEERFIELD BEACH, pier, and bars",133126625,Thais,,Deerfield Beach,26.31541,-80.07777,Entire home/apt,157,1,156,2024-12-10,2.47,1,42,37,
37255522,The Beach House Fort Lauderdale Beach,171690012,Lucia,,Fort Lauderdale,26.16548,-80.12094,Entire home/apt,135,30,21,2024-05-10,0.33,3,100,3,
37285474,Stylish Loft 5 Minutes Drive to the Beach !,109523907,Alexandra,,Hollywood,26.02921,-80.14724,Entire home/apt,66,120,26,2024-07-20,0.40,12,268,1,
37322614,Starfish Studio (108),256242795,Emily,,Fort Lauderdale,26.16799,-80.10872,Entire home/apt,106,3,115,2024-12-16,1.76,41,105,25,
37333583,Perfect 3/2 Condo with Florida room,14751091,Philip,,Deerfield Beach,26.31964,-80.14544,Entire home/apt,199,14,22,2024-08-31,0.35,4,148,3,
37356267,COASTAL BUNGALOWS #3: 1BR/1BA APT + SHARED POOL,281423851,Susan,,Fort Lauderdale,26.10642,-80.13557,Entire home/apt,121,3,63,2024-12-09,1.07,4,196,11,
37356968,Modern Private Studio Near Beach,281451350,Ronnie,,Pompano Beach,26.24944,-80.09952,Entire home/apt,83,2,242,2024-12-23,3.68,2,284,43,
37367349,New Townhome with Private Roof Top & King Size Bed,281550300,Sofia,,Hollywood,26.0065,-80.14262,Entire home/apt,,3,51,2022-01-16,0.79,3,0,0,
37380397,Villa Aquazul 1,228206805,Florida Sands Luxury,,Fort Lauderdale,26.14128,-80.11365,Entire home/apt,259,3,9,2024-10-21,0.15,10,320,1,
37395093,COASTAL BUNGALOW #700: 3BR/2BA HOME + SHARED POOL,281423851,Susan,,Fort Lauderdale,26.10642,-80.13557,Entire home/apt,269,3,89,2024-10-19,1.36,4,317,23,
37395722,"Home by the sea - BEACH FRONT, Hallandale Beach",212799438,Yannick,,Hollywood,25.98735,-80.11865,Entire home/apt,325,3,26,2024-10-20,0.55,1,255,5,
37399926,ON CANAL! Pool+Walk to BEACH! Boat Watch! 2b/2b,239850582,Marilyn,,Pompano Beach,26.23023,-80.0925,Entire home/apt,279,1,259,2024-12-10,4.04,18,156,60,
37417744,29 Excellent two bedroom apartment with Great View,14310639,Enrico,,Hallandale Beach,25.98594,-80.1227,Entire home/apt,316,1,5,2021-12-31,0.10,171,352,0,
37433700,"Ft. Lauderdale Beach, Dwntown, Wilton Manors-more!",282282608,Caroline,,Oakland Park,26.17206,-80.16609,Private room,90,2,0,,,1,83,0,
37451155,Fully Equipped Two Bedroom Apartment on the Beach,282425304,Gian,,Hallandale Beach,25.98579,-80.11798,Entire home/apt,499,3,74,2024-12-23,1.22,1,118,17,
37460184,amazing waterfront apt.,171490554,Ayelen,,Pompano Beach,26.2415436,-80.09107399999999,Entire home/apt,165,2,37,2024-12-23,1.76,3,257,19,
37463951,Maison Miramar,68083744,Andree,,Lauderdale By The Sea,26.18892,-80.10268,Entire home/apt,601,5,21,2024-11-18,0.32,2,217,15,
37491502,The Oasis: King Size Room,16496107,Josh,,Oakland Park,26.16867,-80.14122,Private room,65,1,18,2024-11-03,0.28,2,359,3,
37494797,COASTAL BUNGALOW #1232: 2BD/2BA HOME + SHARED POOL,281423851,Susan,,Fort Lauderdale,26.10642,-80.13557,Entire home/apt,171,3,67,2024-10-21,1.12,4,314,20,
37529159,"Vintage ""Caribbean"" Room",262281432,Eugenie (Val),,Sunrise,26.14281,-80.22989,Private room,46,2,27,2020-03-10,0.41,1,116,0,
37530827,Renovated pink house near cruise & airport,1538108,Avi A,,Fort Lauderdale,26.08935,-80.15335,Entire home/apt,300,5,63,2024-12-19,0.96,6,302,5,
37550130,(1)  Popular Tropical Retreat - 5 min from Beach,28381203,Emrah,,Fort Lauderdale,26.19661,-80.1249,Entire home/apt,500,1,1,2022-01-18,0.03,8,365,0,
37565482,1BR dog-friendly duplex with patio & dining area,160321409,Vacasa Florida,,Hollywood,26.04984,-80.11334,Entire home/apt,158,2,10,2024-04-26,0.16,2,337,1,
37597769,2. Studio off Las Olas on the water w free kayaks,103984492,Liza,,Fort Lauderdale,26.12476348876953,-80.12177276611328,Entire home/apt,132,2,138,2024-09-26,2.12,18,365,14,
37625890,Tropical & Cozy Escape near the Beach: BBQ Parking,284243541,Jonathan,,Pompano Beach,26.234398,-80.099327,Entire home/apt,323,2,34,2024-11-27,0.99,3,223,11,
37627059,Deluxe 5BR/3BA Home near Beach & Casino Heat Pool,27675106,Hollywood Vacation Rentals,,Dania Beach,26.045429,-80.139153,Entire home/apt,926,4,75,2024-11-17,1.15,42,208,15,
37660858,Our Fort Lauderdale Boutique Guest House,43195342,Anton,,Fort Lauderdale,26.20563,-80.11867,Entire home/apt,158,2,73,2024-11-30,1.13,1,217,6,
37688936,STUNNING LUXURY 5 BED BIG 50x25 POOL🔥HOT JET SPA !,284861867,Leonid,,Hollywood,26.02755,-80.13643,Entire home/apt,980,4,98,2024-12-02,1.58,1,287,17,
37690703,"House with Spa Jacuzzi, near to the beach.",67343737,Martin,,Oakland Park,26.183894,-80.126257,Entire home/apt,236,2,41,2024-12-23,0.65,6,328,20,
37716984,Relaxing Home With Huge Yard Close to Everything!,285104280,Luis,,Fort Lauderdale,26.1485,-80.13612,Entire home/apt,132,1,151,2024-12-01,2.32,1,270,40,
